u[V],p[V],s[mm] 
8.670,6.509,34.424
8.680,6.509,34.473
8.690,6.519,34.473
8.700,6.528,34.521
8.710,6.538,34.570
8.720,6.548,34.570
8.730,6.548,34.668
8.740,6.553,34.668
8.750,6.563,34.717
8.760,6.567,34.766
8.770,6.572,34.766
8.780,6.577,34.814
8.790,6.587,34.863
8.800,6.592,34.912
8.810,6.602,34.912
8.820,6.606,34.961
8.830,6.606,35.010
8.840,6.616,35.010
8.850,6.626,35.059
8.860,6.631,35.107
8.870,6.641,35.205
8.880,6.650,35.205
8.890,6.660,35.254
8.900,6.665,35.303
8.910,6.670,35.352
8.920,6.675,35.352
8.930,6.675,35.400
8.940,6.680,35.400
8.950,6.689,35.449
8.960,6.699,35.498
8.970,6.704,35.547
8.980,6.714,35.596
8.990,6.724,35.596
9.000,6.719,35.645
9.010,6.729,35.693
9.020,6.738,35.645
9.030,6.738,35.791
9.040,6.753,35.791
9.050,6.763,35.840
9.060,6.763,35.840
9.070,6.768,35.938
9.080,6.772,35.986
9.090,6.782,35.938
9.100,6.787,35.986
9.110,6.787,35.986
9.120,6.792,36.084
9.130,6.792,36.084
9.140,6.792,36.035
9.150,6.792,36.035
9.160,6.792,36.035
9.170,6.792,36.084
9.180,6.792,36.084
9.190,6.787,36.133
9.200,6.787,36.084
9.210,6.782,36.133
9.220,6.782,36.133
9.230,6.787,36.133
9.240,6.792,36.133
9.250,6.787,36.182
9.260,6.782,36.133
9.270,6.787,36.133
9.280,6.787,36.133
9.290,6.787,36.182
9.300,6.787,36.182
9.310,6.787,36.182
9.320,6.782,36.182
9.330,6.787,36.182
9.340,6.782,36.182
9.350,6.782,36.230
9.360,6.782,36.182
9.370,6.782,36.230
9.380,6.777,36.182
9.390,6.777,36.230
9.400,6.782,36.230
9.410,6.777,36.230
9.420,6.782,36.230
9.430,6.777,36.230
9.440,6.777,36.279
9.450,6.782,36.230
9.460,6.787,36.230
9.470,6.777,36.279
9.480,6.777,36.230
9.490,6.777,36.279
9.500,6.772,36.279
9.510,6.777,36.279
9.520,6.777,36.279
9.530,6.772,36.279
9.540,6.777,36.279
9.550,6.777,36.279
9.560,6.777,36.328
9.570,6.777,36.279
9.580,6.777,36.279
9.590,6.772,36.328
9.600,6.777,36.279
9.610,6.772,36.328
9.620,6.772,36.328
9.630,6.777,36.279
9.640,6.772,36.279
9.650,6.772,36.279
9.660,6.768,36.328
9.670,6.768,36.328
9.680,6.768,36.328
9.690,6.768,36.377
9.700,6.772,36.328
9.710,6.768,36.328
9.720,6.772,36.279
9.730,6.772,36.328
9.740,6.768,36.328
9.750,6.772,36.328
9.760,6.772,36.328
9.770,6.768,36.377
9.780,6.772,36.328
9.790,6.768,36.377
9.800,6.772,36.377
9.810,6.768,36.377
9.820,6.768,36.377
9.830,6.763,36.426
9.840,6.763,36.328
9.850,6.763,36.377
9.860,6.768,36.377
9.870,6.763,36.377
9.880,6.763,36.377
9.890,6.768,36.426
9.900,6.763,36.377
9.910,6.768,36.426
9.920,6.768,36.426
9.930,6.763,36.377
9.940,6.768,36.377
9.950,6.763,36.377
9.960,6.763,36.426
9.970,6.763,36.377
9.980,6.763,36.377
9.990,6.768,36.377
10.000,6.758,36.426
10.010,6.758,36.426
10.000,6.758,36.426
9.990,6.758,36.426
9.980,6.758,36.426
9.970,6.758,36.426
9.960,6.758,36.377
9.950,6.763,36.426
9.940,6.758,36.475
9.930,6.758,36.426
9.920,6.763,36.426
9.910,6.758,36.426
9.900,6.758,36.426
9.890,6.758,36.426
9.880,6.763,36.426
9.870,6.758,36.475
9.860,6.758,36.426
9.850,6.748,36.475
9.840,6.748,36.475
9.830,6.753,36.426
9.820,6.753,36.426
9.810,6.758,36.475
9.800,6.753,36.475
9.790,6.758,36.475
9.780,6.753,36.475
9.770,6.758,36.475
9.760,6.758,36.475
9.750,6.753,36.475
9.740,6.758,36.475
9.730,6.758,36.475
9.720,6.748,36.475
9.710,6.753,36.475
9.700,6.748,36.475
9.690,6.748,36.523
9.680,6.748,36.475
9.670,6.748,36.475
9.660,6.748,36.475
9.650,6.748,36.475
9.640,6.748,36.475
9.630,6.748,36.475
9.620,6.748,36.475
9.610,6.748,36.523
9.600,6.748,36.475
9.590,6.748,36.475
9.580,6.748,36.475
9.570,6.743,36.523
9.560,6.748,36.523
9.550,6.748,36.523
9.540,6.748,36.475
9.530,6.753,36.523
9.520,6.743,36.475
9.510,6.743,36.475
9.500,6.743,36.475
9.490,6.743,36.523
9.480,6.743,36.475
9.470,6.738,36.475
9.460,6.743,36.523
9.450,6.748,36.523
9.440,6.743,36.523
9.430,6.743,36.475
9.420,6.743,36.475
9.410,6.743,36.523
9.400,6.743,36.523
9.390,6.743,36.475
9.380,6.738,36.523
9.370,6.743,36.523
9.360,6.743,36.523
9.350,6.738,36.523
9.340,6.743,36.523
9.330,6.743,36.523
9.320,6.738,36.523
9.310,6.738,36.523
9.300,6.738,36.523
9.290,6.738,36.572
9.280,6.738,36.523
9.270,6.738,36.523
9.260,6.738,36.523
9.250,6.733,36.523
9.240,6.733,36.523
9.230,6.733,36.523
9.220,6.729,36.523
9.210,6.729,36.523
9.200,6.733,36.523
9.190,6.733,36.523
9.180,6.729,36.523
9.170,6.729,36.523
9.160,6.729,36.523
9.150,6.733,36.523
9.140,6.733,36.572
9.130,6.733,36.523
9.120,6.733,36.572
9.110,6.733,36.572
9.100,6.733,36.572
9.090,6.733,36.523
9.080,6.729,36.572
9.070,6.733,36.572
9.060,6.724,36.572
9.050,6.729,36.572
9.040,6.729,36.523
9.030,6.724,36.523
9.020,6.729,36.572
9.010,6.729,36.572
9.000,6.724,36.523
8.990,6.724,36.523
8.980,6.729,36.572
8.970,6.733,36.572
8.960,6.729,36.572
8.950,6.729,36.572
8.940,6.724,36.572
8.930,6.729,36.572
8.920,6.729,36.621
8.910,6.729,36.572
8.900,6.724,36.572
8.890,6.719,36.572
8.880,6.714,36.572
8.870,6.714,36.572
8.860,6.699,36.572
8.850,6.694,36.572
8.840,6.685,36.621
8.830,6.685,36.572
8.820,6.670,36.572
8.810,6.675,36.572
8.800,6.655,36.572
8.790,6.655,36.572
8.780,6.646,36.572
8.770,6.646,36.572
8.760,6.636,36.572
8.750,6.631,36.572
8.740,6.621,36.523
8.730,6.621,36.523
8.720,6.611,36.523
8.710,6.606,36.523
8.700,6.597,36.475
8.690,6.597,36.475
8.680,6.582,36.475
8.670,6.582,36.426
8.660,6.572,36.475
8.650,6.563,36.426
8.640,6.548,36.328
8.630,6.548,36.328
8.620,6.538,36.328
8.610,6.538,36.328
8.600,6.519,36.328
8.590,6.519,36.230
8.580,6.509,36.230
8.570,6.504,36.230
8.560,6.499,36.182
8.550,6.494,36.182
8.540,6.484,36.182
8.530,6.484,36.133
8.520,6.470,36.133
8.510,6.470,36.084
8.500,6.455,36.084
8.490,6.455,36.084
8.480,6.445,36.035
8.470,6.450,35.986
8.460,6.436,35.938
8.450,6.436,35.986
8.440,6.416,35.938
8.430,6.416,35.889
8.420,6.401,35.889
8.410,6.401,35.889
8.400,6.396,35.840
8.390,6.396,35.840
8.380,6.382,35.791
8.370,6.377,35.840
8.360,6.362,35.791
8.350,6.362,35.791
8.340,6.357,35.693
8.330,6.357,35.693
8.320,6.343,35.645
8.310,6.343,35.645
8.300,6.328,35.596
8.290,6.328,35.596
8.280,6.309,35.547
8.270,6.309,35.547
8.260,6.299,35.498
8.250,6.299,35.498
8.240,6.294,35.498
8.230,6.289,35.449
8.220,6.265,35.400
8.210,6.270,35.400
8.200,6.260,35.352
8.190,6.260,35.352
8.180,6.250,35.303
8.170,6.250,35.303
8.160,6.235,35.254
8.150,6.230,35.303
8.140,6.221,35.205
8.130,6.221,35.205
8.120,6.211,35.156
8.110,6.206,35.156
8.100,6.191,35.107
8.090,6.196,35.107
8.080,6.187,35.010
8.070,6.182,35.010
8.060,6.162,35.010
8.050,6.162,34.961
8.040,6.147,34.961
8.030,6.152,34.912
8.020,6.138,34.912
8.010,6.138,34.814
8.000,6.123,34.863
7.990,6.123,34.814
7.980,6.113,34.766
7.970,6.113,34.717
7.960,6.104,34.717
7.950,6.099,34.668
7.940,6.089,34.668
7.930,6.084,34.619
7.920,6.069,34.619
7.910,6.074,34.619
7.900,6.064,34.521
7.890,6.060,34.521
7.880,6.045,34.473
7.870,6.045,34.521
7.860,6.035,34.424
7.850,6.040,34.424
7.840,6.025,34.375
7.830,6.021,34.375
7.820,6.011,34.326
7.810,6.001,34.326
7.800,5.991,34.277
7.790,5.991,34.277
7.780,5.981,34.180
7.770,5.972,34.229
7.760,5.967,34.131
7.750,5.967,34.131
7.740,5.952,34.082
7.730,5.957,34.033
7.720,5.942,33.984
7.710,5.933,33.936
7.700,5.928,33.984
7.690,5.928,33.887
7.680,5.908,33.887
7.670,5.913,33.887
7.660,5.898,33.838
7.650,5.894,33.838
7.640,5.889,33.740
7.630,5.884,33.740
7.620,5.869,33.691
7.610,5.874,33.691
7.600,5.854,33.643
7.590,5.850,33.594
7.580,5.845,33.545
7.570,5.845,33.545
7.560,5.835,33.496
7.550,5.825,33.496
7.540,5.815,33.447
7.530,5.811,33.398
7.520,5.806,33.350
7.510,5.801,33.350
7.500,5.791,33.301
7.490,5.791,33.301
7.480,5.771,33.203
7.470,5.776,33.203
7.460,5.757,33.154
7.450,5.762,33.154
7.440,5.757,33.105
7.430,5.747,33.057
7.420,5.742,33.008
7.410,5.737,33.008
7.400,5.723,33.008
7.390,5.723,32.910
7.380,5.713,32.910
7.370,5.713,32.861
7.360,5.693,32.813
7.350,5.693,32.813
7.340,5.684,32.715
7.330,5.684,32.715
7.320,5.664,32.715
7.310,5.664,32.666
7.300,5.659,32.568
7.290,5.659,32.568
7.280,5.645,32.568
7.270,5.640,32.520
7.260,5.625,32.422
7.250,5.630,32.422
7.240,5.620,32.373
7.230,5.620,32.422
7.220,5.610,32.275
7.210,5.605,32.324
7.200,5.596,32.275
7.190,5.591,32.227
7.180,5.576,32.178
7.170,5.566,32.129
7.160,5.566,32.080
7.150,5.557,32.080
7.140,5.547,31.982
7.130,5.552,32.031
7.120,5.537,31.934
7.110,5.537,31.885
7.100,5.522,31.885
7.090,5.522,31.836
7.080,5.508,31.787
7.070,5.508,31.738
7.060,5.498,31.689
7.050,5.498,31.738
7.040,5.479,31.689
7.030,5.483,31.641
7.020,5.474,31.592
7.010,5.474,31.543
7.000,5.449,31.494
6.990,5.449,31.494
6.980,5.444,31.396
6.970,5.435,31.348
6.960,5.430,31.299
6.950,5.420,31.299
6.940,5.420,31.250
6.930,5.410,31.201
6.920,5.400,31.152
6.910,5.405,31.104
6.900,5.386,31.104
6.890,5.381,31.006
6.880,5.376,31.006
6.870,5.371,30.957
6.860,5.361,30.908
6.850,5.361,30.908
6.840,5.352,30.811
6.830,5.347,30.762
6.820,5.337,30.762
6.810,5.337,30.762
6.800,5.327,30.664
6.790,5.327,30.713
6.780,5.317,30.615
6.770,5.303,30.615
6.760,5.293,30.469
6.750,5.298,30.469
6.740,5.283,30.420
6.730,5.283,30.371
6.720,5.273,30.371
6.710,5.269,30.322
6.700,5.254,30.273
6.690,5.254,30.176
6.680,5.244,30.176
6.670,5.244,30.176
6.660,5.239,30.078
6.650,5.234,30.078
6.640,5.215,29.980
6.630,5.220,29.980
6.620,5.210,29.932
6.610,5.200,29.883
6.600,5.195,29.834
6.590,5.195,29.785
6.580,5.186,29.785
6.570,5.171,29.736
6.560,5.161,29.639
6.550,5.161,29.639
6.540,5.146,29.590
6.530,5.151,29.541
6.520,5.132,29.492
6.510,5.137,29.443
6.500,5.122,29.346
6.490,5.112,29.346
6.480,5.112,29.297
6.470,5.103,29.248
6.460,5.093,29.199
6.450,5.093,29.199
6.440,5.083,29.102
6.430,5.083,29.102
6.420,5.068,29.004
6.410,5.063,29.004
6.400,5.054,28.955
6.390,5.054,28.906
6.380,5.039,28.857
6.370,5.044,28.809
6.360,5.029,28.711
6.350,5.024,28.711
6.340,5.015,28.613
6.330,5.015,28.613
6.320,5.010,28.564
6.310,5.000,28.516
6.300,4.990,28.467
6.290,4.990,28.418
6.280,4.976,28.369
6.270,4.976,28.320
6.260,4.966,28.271
6.250,4.966,28.271
6.240,4.946,28.174
6.230,4.951,28.174
6.220,4.941,28.076
6.210,4.937,28.076
6.200,4.927,27.979
6.190,4.917,27.979
6.180,4.917,27.881
6.170,4.907,27.832
6.160,4.897,27.832
6.150,4.893,27.783
6.140,4.883,27.637
6.130,4.883,27.637
6.120,4.873,27.588
6.110,4.863,27.539
6.100,4.858,27.490
6.090,4.854,27.490
6.080,4.844,27.393
6.070,4.844,27.393
6.060,4.829,27.295
6.050,4.829,27.295
6.040,4.819,27.246
6.030,4.814,27.197
6.020,4.810,27.100
6.010,4.805,27.100
6.000,4.790,27.002
5.990,4.790,26.953
5.980,4.780,26.904
5.970,4.771,26.855
5.960,4.766,26.855
5.950,4.766,26.758
5.940,4.751,26.660
5.930,4.741,26.611
5.920,4.731,26.563
5.910,4.731,26.514
5.900,4.722,26.465
5.890,4.722,26.416
5.880,4.702,26.367
5.870,4.702,26.318
5.860,4.697,26.270
5.850,4.692,26.221
5.840,4.678,26.172
5.830,4.683,26.074
5.820,4.668,26.074
5.810,4.663,26.025
5.800,4.658,25.928
5.790,4.648,25.879
5.780,4.644,25.879
5.770,4.644,25.830
5.760,4.634,25.781
5.750,4.619,25.684
5.740,4.624,25.635
5.730,4.614,25.635
5.720,4.609,25.488
5.710,4.590,25.439
5.700,4.595,25.391
5.690,4.585,25.391
5.680,4.580,25.293
5.670,4.575,25.244
5.660,4.565,25.195
5.650,4.561,25.146
5.640,4.551,25.049
5.630,4.551,25.000
5.620,4.536,24.951
5.610,4.536,24.951
5.600,4.521,24.854
5.590,4.517,24.854
5.580,4.507,24.756
5.570,4.512,24.756
5.560,4.497,24.658
5.550,4.497,24.609
5.540,4.478,24.512
5.530,4.482,24.463
5.520,4.468,24.414
5.510,4.463,24.316
5.500,4.453,24.268
5.490,4.448,24.219
5.480,4.434,24.219
5.470,4.438,24.072
5.460,4.419,24.072
5.450,4.424,24.023
5.440,4.414,23.926
5.430,4.414,23.926
5.420,4.409,23.877
5.410,4.404,23.779
5.400,4.390,23.730
5.390,4.380,23.682
5.380,4.380,23.633
5.370,4.375,23.584
5.360,4.365,23.535
5.350,4.355,23.438
5.340,4.351,23.389
5.330,4.341,23.340
5.320,4.341,23.291
5.310,4.326,23.193
5.300,4.316,23.145
5.290,4.316,23.096
5.280,4.307,22.998
5.270,4.297,22.949
5.260,4.297,22.900
5.250,4.292,22.803
5.240,4.287,22.754
5.230,4.277,22.705
5.220,4.272,22.656
5.210,4.263,22.607
5.200,4.253,22.559
5.190,4.253,22.559
5.180,4.238,22.461
5.170,4.238,22.412
5.160,4.233,22.314
5.150,4.229,22.217
5.140,4.214,22.217
5.130,4.209,22.119
5.120,4.199,22.070
5.110,4.189,22.021
5.100,4.189,22.021
5.090,4.185,21.924
5.080,4.170,21.826
5.070,4.165,21.826
5.060,4.160,21.680
5.050,4.155,21.631
5.040,4.155,21.582
5.030,4.146,21.484
5.020,4.131,21.436
5.010,4.131,21.387
5.000,4.131,21.240
4.990,4.116,21.240
4.980,4.106,21.240
4.970,4.102,21.143
4.960,4.092,21.045
4.950,4.087,20.996
4.940,4.082,20.996
4.930,4.077,20.898
4.920,4.067,20.850
4.910,4.063,20.801
4.900,4.058,20.703
4.890,4.043,20.605
4.880,4.043,20.557
4.870,4.028,20.459
4.860,4.028,20.410
4.850,4.019,20.361
4.840,4.014,20.313
4.830,4.014,20.215
4.820,4.009,20.166
4.810,3.999,20.166
4.800,3.989,20.068
4.790,3.979,19.971
4.780,3.970,19.922
4.770,3.975,19.824
4.760,3.955,19.775
4.750,3.960,19.727
4.740,3.950,19.629
4.730,3.945,19.580
4.720,3.936,19.531
4.710,3.931,19.531
4.700,3.926,19.434
4.690,3.921,19.287
4.680,3.901,19.287
4.670,3.906,19.189
4.660,3.896,19.141
4.650,3.892,19.092
4.640,3.882,19.043
4.630,3.877,18.896
4.620,3.872,18.848
4.610,3.862,18.750
4.600,3.857,18.701
4.590,3.857,18.652
4.580,3.843,18.604
4.570,3.838,18.506
4.560,3.828,18.506
4.550,3.828,18.457
4.540,3.818,18.359
4.530,3.809,18.311
4.520,3.799,18.262
4.510,3.799,18.164
4.500,3.789,18.115
4.490,3.789,18.066
4.480,3.779,18.018
4.470,3.774,17.920
4.460,3.765,17.871
4.450,3.755,17.822
4.440,3.750,17.676
4.430,3.740,17.627
4.420,3.735,17.627
4.410,3.726,17.529
4.400,3.721,17.480
4.390,3.706,17.383
4.380,3.701,17.334
4.370,3.696,17.285
4.360,3.691,17.236
4.350,3.687,17.139
4.340,3.677,17.139
4.330,3.677,17.090
4.320,3.667,16.992
4.310,3.662,16.895
4.300,3.657,16.846
4.290,3.643,16.748
4.280,3.638,16.748
4.270,3.628,16.602
4.260,3.633,16.602
4.250,3.618,16.504
4.240,3.613,16.455
4.230,3.604,16.406
4.220,3.599,16.357
4.210,3.599,16.260
4.200,3.589,16.211
4.190,3.584,16.064
4.180,3.574,16.016
4.170,3.569,15.918
4.160,3.560,15.869
4.150,3.555,15.820
4.140,3.545,15.771
4.130,3.540,15.723
4.120,3.540,15.674
4.110,3.530,15.625
4.100,3.521,15.527
4.090,3.516,15.479
4.080,3.511,15.430
4.070,3.506,15.381
4.060,3.486,15.283
4.050,3.491,15.234
4.040,3.477,15.186
4.030,3.477,15.088
4.020,3.467,15.039
4.010,3.462,14.941
4.000,3.457,14.941
3.990,3.452,14.795
3.980,3.447,14.746
3.970,3.433,14.746
3.960,3.428,14.648
3.950,3.428,14.648
3.940,3.418,14.551
3.930,3.403,14.502
3.920,3.403,14.404
3.910,3.394,14.404
3.900,3.389,14.307
3.890,3.384,14.258
3.880,3.374,14.160
3.870,3.369,14.160
3.860,3.364,14.063
3.850,3.350,14.014
3.840,3.350,14.014
3.830,3.345,13.965
3.820,3.340,13.867
3.810,3.325,13.721
3.800,3.320,13.672
3.790,3.315,13.623
3.780,3.311,13.574
3.770,3.301,13.477
3.760,3.296,13.428
3.750,3.286,13.379
3.740,3.286,13.330
3.730,3.276,13.281
3.720,3.271,13.232
3.710,3.262,13.086
3.700,3.257,13.037
3.690,3.247,12.988
3.680,3.242,12.939
3.670,3.232,12.891
3.660,3.232,12.842
3.650,3.223,12.793
3.640,3.213,12.695
3.630,3.213,12.646
3.620,3.203,12.598
3.610,3.198,12.549
3.600,3.184,12.500
3.590,3.184,12.402
3.580,3.179,12.402
3.570,3.169,12.305
3.560,3.164,12.256
3.550,3.154,12.256
3.540,3.149,12.158
3.530,3.145,12.109
3.520,3.145,12.061
3.510,3.130,12.012
3.500,3.130,11.963
3.490,3.120,11.914
3.480,3.105,11.865
3.470,3.101,11.816
3.460,3.101,11.719
3.450,3.086,11.670
3.440,3.086,11.621
3.430,3.071,11.572
3.420,3.071,11.523
3.410,3.052,11.475
3.400,3.057,11.377
3.390,3.047,11.279
3.380,3.042,11.279
3.370,3.027,11.182
3.360,3.032,11.230
3.350,3.022,11.182
3.340,3.018,11.084
3.330,3.003,11.035
3.320,2.998,11.035
3.310,2.993,10.986
3.300,2.993,10.889
3.290,2.988,10.791
3.280,2.974,10.791
3.270,2.964,10.742
3.260,2.959,10.693
3.250,2.959,10.645
3.240,2.949,10.596
3.230,2.944,10.547
3.220,2.930,10.498
3.210,2.935,10.449
3.200,2.920,10.352
3.190,2.915,10.352
3.180,2.910,10.352
3.170,2.905,10.303
3.160,2.896,10.205
3.150,2.886,10.156
3.140,2.881,10.059
3.130,2.876,10.010
3.120,2.866,10.010
3.110,2.861,9.961
3.100,2.856,9.912
3.090,2.852,9.863
3.080,2.847,9.863
3.070,2.842,9.766
3.060,2.827,9.717
3.050,2.827,9.717
3.040,2.822,9.619
3.030,2.817,9.619
3.020,2.798,9.521
3.010,2.803,9.473
3.000,2.778,9.424
2.990,2.783,9.326
2.980,2.773,9.277
2.970,2.778,9.277
2.960,2.759,9.229
2.950,2.759,9.180
2.940,2.754,9.082
2.930,2.744,9.131
2.920,2.739,9.082
2.910,2.729,8.984
2.900,2.729,8.887
2.890,2.715,8.936
2.880,2.705,8.887
2.870,2.705,8.789
2.860,2.695,8.740
2.850,2.681,8.691
2.840,2.681,8.643
2.830,2.676,8.594
2.820,2.666,8.545
2.810,2.661,8.496
2.800,2.656,8.496
2.790,2.646,8.447
2.780,2.642,8.398
2.770,2.637,8.350
2.760,2.622,8.252
2.750,2.617,8.301
2.740,2.612,8.203
2.730,2.603,8.154
2.720,2.593,8.105
2.710,2.598,8.057
2.700,2.588,8.057
2.690,2.583,8.008
2.680,2.573,7.910
2.670,2.573,7.910
2.660,2.563,7.861
2.650,2.559,7.813
2.640,2.554,7.813
2.630,2.544,7.764
2.620,2.544,7.666
2.610,2.529,7.617
2.600,2.520,7.568
2.590,2.510,7.568
2.580,2.510,7.520
2.570,2.500,7.471
2.560,2.495,7.471
2.550,2.480,7.422
2.540,2.476,7.373
2.530,2.471,7.324
2.520,2.471,7.275
2.510,2.461,7.275
2.500,2.451,7.227
2.490,2.451,7.178
2.480,2.446,7.178
2.470,2.441,7.129
2.460,2.427,7.080
2.450,2.417,7.031
2.440,2.412,6.982
2.430,2.412,6.934
2.420,2.402,6.885
2.410,2.397,6.885
2.400,2.388,6.836
2.390,2.383,6.787
2.380,2.373,6.738
2.370,2.363,6.738
2.360,2.354,6.689
2.350,2.349,6.641
2.340,2.349,6.592
2.330,2.339,6.592
2.320,2.334,6.543
2.310,2.324,6.494
2.300,2.314,6.396
2.290,2.310,6.396
2.280,2.310,6.348
2.270,2.300,6.348
2.260,2.290,6.299
2.250,2.280,6.250
2.240,2.280,6.201
2.230,2.275,6.201
2.220,2.271,6.152
2.210,2.266,6.152
2.200,2.256,6.104
2.190,2.241,6.006
2.180,2.246,6.006
2.170,2.231,5.957
2.160,2.227,5.957
2.150,2.222,5.908
2.140,2.212,5.859
2.130,2.212,5.811
2.120,2.202,5.762
2.110,2.192,5.762
2.100,2.192,5.713
2.090,2.183,5.713
2.080,2.168,5.664
2.070,2.168,5.615
2.060,2.163,5.615
2.050,2.158,5.566
2.040,2.148,5.518
2.030,2.139,5.518
2.020,2.129,5.420
2.010,2.129,5.420
2.000,2.124,5.371
1.990,2.124,5.371
1.980,2.114,5.322
1.970,2.100,5.273
1.960,2.095,5.273
1.950,2.085,5.273
1.940,2.085,5.225
1.930,2.075,5.176
1.920,2.070,5.127
1.910,2.061,5.127
1.900,2.056,5.078
1.890,2.051,5.078
1.880,2.036,4.980
1.870,2.031,4.932
1.860,2.021,4.980
1.850,2.017,4.932
1.840,2.012,4.834
1.830,2.007,4.834
1.820,2.002,4.834
1.810,1.992,4.785
1.800,1.982,4.736
1.790,1.978,4.736
1.780,1.968,4.688
1.770,1.963,4.639
1.760,1.958,4.639
1.750,1.958,4.590
1.740,1.943,4.590
1.730,1.934,4.590
1.720,1.934,4.541
1.710,1.924,4.492
1.700,1.919,4.443
1.690,1.914,4.443
1.680,1.904,4.395
1.670,1.899,4.395
1.660,1.890,4.346
1.650,1.890,4.346
1.640,1.875,4.346
1.630,1.870,4.199
1.620,1.870,4.199
1.610,1.860,4.199
1.600,1.851,4.150
1.590,1.851,4.150
1.580,1.841,4.102
1.570,1.831,4.004
1.560,1.826,4.004
1.550,1.816,4.004
1.540,1.816,3.955
1.530,1.812,3.955
1.520,1.797,3.906
1.510,1.787,3.857
1.500,1.782,3.857
1.490,1.782,3.809
1.480,1.772,3.809
1.470,1.763,3.760
1.460,1.763,3.711
1.450,1.753,3.760
1.440,1.748,3.662
1.430,1.733,3.662
1.420,1.733,3.564
1.410,1.724,3.613
1.400,1.719,3.564
1.390,1.714,3.564
1.380,1.709,3.516
1.370,1.699,3.467
1.360,1.694,3.467
1.350,1.689,3.369
1.340,1.675,3.369
1.330,1.665,3.369
1.320,1.655,3.320
1.310,1.650,3.320
1.300,1.650,3.271
1.290,1.641,3.271
1.280,1.636,3.271
1.270,1.626,3.223
1.260,1.621,3.174
1.250,1.616,3.125
1.240,1.616,3.125
1.230,1.606,3.076
1.220,1.597,3.076
1.210,1.597,3.027
1.200,1.587,3.027
1.190,1.577,2.979
1.180,1.572,2.979
1.170,1.567,2.979
1.160,1.563,2.930
1.150,1.548,2.881
1.140,1.548,2.881
1.130,1.538,2.832
1.120,1.528,2.832
1.110,1.519,2.783
1.100,1.514,2.783
1.090,1.509,2.734
1.080,1.504,2.734
1.070,1.494,2.734
1.060,1.494,2.637
1.050,1.479,2.637
1.040,1.470,2.637
1.030,1.470,2.588
1.020,1.470,2.588
1.010,1.465,2.539
1.000,1.455,2.539
0.990,1.440,2.490
0.980,1.440,2.490
0.970,1.436,2.441
0.960,1.426,2.441
0.950,1.416,2.393
0.940,1.411,2.393
0.930,1.406,2.393
0.920,1.396,2.344
0.910,1.392,2.295
0.900,1.382,2.295
0.890,1.377,2.295
0.880,1.367,2.246
0.870,1.362,2.246
0.860,1.357,2.246
0.850,1.353,2.148
0.840,1.343,2.148
0.830,1.338,2.148
0.820,1.328,2.100
0.810,1.328,2.100
0.800,1.313,2.100
0.790,1.309,2.051
0.780,1.304,2.051
0.770,1.299,1.953
0.760,1.284,2.002
0.750,1.279,1.953
0.740,1.279,1.904
0.730,1.270,1.904
0.720,1.265,1.904
0.710,1.250,1.855
0.700,1.240,1.855
0.690,1.240,1.807
0.680,1.226,1.758
0.670,1.230,1.758
0.660,1.221,1.758
0.650,1.216,1.709
0.640,1.206,1.709
0.630,1.201,1.709
0.620,1.196,1.709
0.610,1.191,1.660
0.600,1.187,1.611
0.590,1.172,1.611
0.580,1.177,1.563
0.570,1.167,1.563
0.560,1.157,1.563
0.550,1.152,1.514
0.540,1.143,1.514
0.530,1.138,1.465
0.520,1.133,1.416
0.510,1.128,1.465
0.500,1.118,1.416
0.490,1.108,1.416
0.480,1.099,1.367
0.470,1.094,1.318
0.460,1.084,1.318
0.450,1.084,1.318
0.440,1.074,1.318
0.430,1.064,1.270
0.420,1.055,1.221
0.410,1.050,1.221
0.400,1.050,1.172
0.390,1.050,1.172
0.380,1.040,1.172
0.370,1.025,1.123
0.360,1.025,1.123
0.350,1.016,1.123
0.340,1.011,1.074
0.330,1.006,1.074
0.320,1.001,1.074
0.310,1.006,1.025
0.300,1.001,1.025
0.290,0.991,1.025
0.280,0.981,1.025
0.270,0.957,0.977
0.260,0.952,0.977
0.250,0.952,0.977
0.240,0.947,0.928
0.230,0.942,0.879
0.220,0.933,0.830
0.210,0.923,0.830
0.200,0.923,0.830
0.190,0.918,0.781
0.180,0.913,0.781
0.170,0.903,0.732
0.160,0.894,0.781
0.150,0.884,0.732
0.140,0.879,0.635
0.130,0.869,0.732
0.120,0.874,0.684
0.110,0.859,0.684
0.100,0.791,0.586
0.090,0.786,0.488
0.080,0.786,0.488
0.070,0.786,0.439
0.060,0.786,0.439
0.050,0.786,0.488
0.040,0.786,0.439
0.030,0.786,0.439
0.020,0.781,0.439
0.010,0.786,0.439
0.000,0.786,0.439
